Date, Close/Last, Volume, Open, High, Low
09/15/2020, $116.58, 8773740, $114.94, $117.81, $114.79
09/14/2020, $113.46, 5397303, $115.24, $115.43, $112.65
09/11/2020, $113.42, 6740182, $113.38, $114.845, $112.4
09/10/2020, $112.44, 6166312, $115.15, $115.81, $111.57
09/09/2020, $114.02, 9708449, $113.48, $115.77, $112.3
09/08/2020, $109.77, 10245170, $111.94, $113.88, $109.62
09/04/2020, $115.97, 11064280, $115.69, $117.82, $112.38
09/03/2020, $116.43, 13560800, $121.3, $121.71, $115.6
09/02/2020, $123.18, 9167699, $123.26, $123.9299, $121.81
09/01/2020, $122.01, 9101301, $121.08, $122.57, $119.51
08/31/2020, $119.1, 9694649, $118.332, $121.06, $118.12
08/28/2020, $118.2, 6280250, $116.71, $118.26, $116.17
08/27/2020, $116.02, 8206185, $116.43, $118.18, $115.35
08/26/2020, $116.04, 7487404, $116.25, $116.55, $115.17
08/25/2020, $115.95, 6207980, $116.11, $117.1, $114.44
08/24/2020, $115.91, 10235000, $114.37, $116, $113.27
08/21/2020, $113, 8546881, $110.23, $113.15, $109.95
08/20/2020, $110.66, 7200318, $110, $110.98, $109.67
08/19/2020, $111.04, 7747599, $112.33, $113.47, $110.75
08/18/2020, $112.03, 6387011, $112.91, $113.38, $111.52
08/17/2020, $112.18, 10282990, $113.29, $114.49, $110.63
08/14/2020, $113.74, 6640963, $113.3, $114.52, $112.57
08/13/2020, $113.41, 9958426, $116.2, $116.2, $112.77
08/12/2020, $115.79, 18672310, $110.39, $116.25, $109.65
08/11/2020, $108.83, 17802960, $106.2, $112.01, $104.74
08/10/2020, $106.36, 10087130, $108.6, $108.99, $105.7226
08/07/2020, $108.25, 11155940, $110.01, $111.05, $106
08/06/2020, $111.06, 6392228, $111.23, $111.36, $109.93
08/05/2020, $111.39, 7970393, $111, $112.46, $110.08
08/04/2020, $110.95, 10205400, $109.49, $111.02, $108.66
08/03/2020, $109.59, 18903470, $107.4, $113, $107.0341
07/31/2020, $105.61, 16770270, $105.66, $107.753, $104.51
07/30/2020, $107.19, 42122510, $102.42, $107.69, $100.7
07/29/2020, $93.03, 11453040, $92.08, $93.62, $91.74
07/28/2020, $91.45, 5818417, $92.171, $92.59, $90.57
07/27/2020, $92.7, 8021665, $90.023, $92.84, $89.26
07/24/2020, $88.89, 9519999, $89.21, $90.29, $87.51
07/23/2020, $89.67, 9438516, $92.91, $92.97, $89.2287
07/22/2020, $92.6, 4366672, $92.74, $93.29, $91.67
07/21/2020, $92.31, 7099738, $93.55, $93.85, $91.81
07/20/2020, $93.17, 5407473, $92.192, $93.27, $91.3
07/17/2020, $92.23, 5985862, $91.68, $92.455, $91
07/16/2020, $91.2, 6178667, $91.264, $91.747, $90.68
07/15/2020, $92.55, 6154056, $92.93, $92.93, $91.01
07/14/2020, $92.38, 6570953, $90.86, $92.62, $89.2
07/13/2020, $91.33, 7606351, $93.3, $94.125, $91.2
07/10/2020, $92.51, 5687563, $93, $93.52, $91.56
07/09/2020, $93.25, 6287666, $93.95, $93.95, $91.44
07/08/2020, $93.53, 6692687, $93.27, $93.6, $92.34
07/07/2020, $92.14, 6722402, $92.97, $93.55, $91.91
07/06/2020, $92.92, 6933086, $93.21, $93.75, $92.1
07/02/2020, $91.87, 8317278, $91.09, $92.5, $90.8
07/01/2020, $89.78, 6990619, $91.01, $91.3, $89.58
06/30/2020, $91.21, 9378521, $89.2, $91.93, $89
06/29/2020, $89.01, 5870389, $88.211, $89.15, $86.68
06/26/2020, $88.02, 9126471, $89.07, $89.73, $87.54
06/25/2020, $88.96, 7062645, $88.7, $89.46, $87.32
06/24/2020, $89.14, 8208755, $89.175, $89.83, $87.42
06/23/2020, $89.35, 7778700, $90.14, $90.61, $89.11
06/22/2020, $89.13, 8028040, $88.72, $89.44, $87.61
06/19/2020, $88.81, 23213760, $89.87, $90.25, $87.535
06/18/2020, $89.92, 5709537, $89.85, $90.49, $89.03
06/17/2020, $89.94, 7620251, $90.68, $91.085, $89.3
06/16/2020, $89.52, 12646620, $89.9, $90.44, $87.76
06/15/2020, $86.39, 9861051, $83.67, $86.57, $83.1
06/12/2020, $85.24, 10113210, $86.25, $87.14, $83.53
06/11/2020, $84.02, 15241700, $88.62, $89.055, $83.91
06/10/2020, $91.01, 9079720, $90.25, $92.14, $90.03
06/09/2020, $89.75, 7327712, $90.23, $90.39, $89.06
06/08/2020, $91.37, 9748317, $89, $91.5, $88.34
06/05/2020, $88.55, 11882090, $88, $89.48, $87.82
06/04/2020, $86.04, 12108970, $83.95, $86.7, $83.95
06/03/2020, $84.11, 13029320, $84.95, $85.95, $83.62
06/02/2020, $84.63, 13255330, $79.93, $84.8798, $79.91
06/01/2020, $79.73, 6477494, $79.89, $80.48, $79.24
05/29/2020, $80.88, 10562460, $78.7, $81.2, $77.9
05/28/2020, $78.11, 11170860, $80.24, $81.48, $77.73
05/27/2020, $79.29, 9125850, $78.27, $79.32, $76.16
05/26/2020, $78.02, 10067340, $80.19, $80.57, $77.775
05/22/2020, $78.7, 5530399, $78.26, $78.76, $77.29
05/21/2020, $78, 8141452, $79.47, $80.0906, $77.8738
05/20/2020, $80.63, 11379190, $79.96, $81.96, $79.69
05/19/2020, $78.09, 8118408, $79.75, $80.15, $78
05/18/2020, $79.94, 13196130, $77.27, $80.18, $77.21
05/15/2020, $75.77, 29597760, $74.67, $77.7, $74.37
05/14/2020, $79.87, 9956772, $77.5, $80, $76.47
05/13/2020, $78, 9584756, $78.86, $79.51, $76.75
05/12/2020, $78.42, 7318108, $81.29, $81.79, $78.4
05/11/2020, $80.48, 6604560, $80.29, $81.27, $79.54
05/08/2020, $80.56, 7891915, $79.7, $81.09, $79.36
05/07/2020, $78.83, 7295662, $79.7, $80.17, $78.2601
05/06/2020, $78.87, 8179660, $78.81, $80.14, $78.52
05/05/2020, $77.63, 7540822, $76.75, $78.81, $76.56
05/04/2020, $75.68, 7202849, $75.16, $75.94, $74.09
05/01/2020, $75.64, 9742126, $76.85, $77.59, $74.68
04/30/2020, $78.67, 17113450, $80.27, $80.87, $77.28
04/29/2020, $78.97, 11950170, $77.17, $79.24, $76.83
04/28/2020, $75.29, 6250473, $77.108, $77.78, $75.16
04/27/2020, $75.98, 7219462, $76.59, $77.8201, $75.49
04/24/2020, $76.04, 6073839, $73.92, $76.11, $73.66
04/23/2020, $73.81, 7673845, $75, $76.17, $73.76
04/22/2020, $74.68, 7367881, $73.79, $75.34, $72.75
04/21/2020, $71.84, 9273758, $73.31, $73.97, $71.75
04/20/2020, $74.31, 7217662, $75.022, $76.23, $74.1
04/17/2020, $76.17, 9925952, $77.32, $78.25, $75.48
04/16/2020, $76.85, 8819658, $76.86, $77.69, $75.38
04/15/2020, $75.99, 9951706, $75.864, $76.34, $74.03
04/14/2020, $77.55, 11314130, $75, $77.665, $74.975
04/13/2020, $73.3, 7896541, $71.71, $73.51, $71.44
04/09/2020, $71.58, 15465070, $74.62, $74.84, $70
04/08/2020, $73.33, 10695610, $73.7, $74.375, $72.42
04/07/2020, $72.73, 11285560, $73.66, $74.9, $70.86
04/06/2020, $70.95, 12153090, $68.5, $71.37, $67.65
04/03/2020, $65.23, 8600729, $67.68, $68.69, $64.55
04/02/2020, $68.02, 15432870, $65.87, $68.26, $65.31
04/01/2020, $65.9, 14167920, $65, $68.7, $65
03/31/2020, $67.65, 13216270, $69.3, $70.36, $66.66
03/30/2020, $69.03, 9880831, $67.19, $69.5, $66.06
03/27/2020, $66.59, 9739098, $66.5, $69.12, $65.93
03/26/2020, $68.98, 15837900, $64, $69.655, $63.25
03/25/2020, $63.08, 15969790, $65.9, $66.96, $62.46
03/24/2020, $65.46, 18966800, $66, $67.62, $62.19
03/23/2020, $62.53, 14920270, $61.55, $64.86, $59.11
03/20/2020, $60.91, 16591460, $65.03, $67.98, $60.79
03/19/2020, $65, 17127380, $61.12, $67.55, $59.04
03/18/2020, $61.19, 18381230, $63.56, $65.56, $58
03/17/2020, $68.86, 16864540, $65.91, $69.81, $62.2
03/16/2020, $64.48, 16134660, $68.28, $71.17, $64.46
03/13/2020, $75.81, 15971420, $71.18, $76.67, $67.26
03/12/2020, $67.02, 19386250, $69.52, $72.53, $67
03/11/2020, $74.62, 13385130, $76.29, $77.79, $73.72
03/10/2020, $78.89, 13615620, $74.8, $79.04, $74.16
03/09/2020, $72.64, 13898510, $72.4, $76.1, $71.83
03/06/2020, $77.47, 11536520, $76.33, $78.08, $75.83
03/05/2020, $79.17, 9396192, $79.46, $81.37, $78.7
03/04/2020, $81.8, 9894894, $79.12, $81.91, $78.05
03/03/2020, $78.56, 16356240, $80.82, $82.65, $77.83
03/02/2020, $80.56, 15043360, $79.015, $80.71, $77.13
02/28/2020, $78.3, 20905480, $73.76, $79.81, $73.34
02/27/2020, $75.94, 17898300, $77.13, $78.19, $75.33
02/26/2020, $79.66, 13137750, $81, $82.03, $79.09
02/25/2020, $80.22, 14724970, $83.94, $84.4, $79.64
02/24/2020, $83.32, 12158500, $83.9, $84.83, $82.71
02/21/2020, $87.03, 12260940, $88.56, $89.03, $86.33
02/20/2020, $89.47, 9754899, $90.81, $91.88, $88.68
02/19/2020, $90.56, 7820938, $88.92, $90.62, $88.65
02/18/2020, $88.03, 7251738, $87.83, $89, $87.525
02/14/2020, $89.6, 6256463, $90.55, $90.8, $88.79
02/13/2020, $90.03, 8428261, $91.03, $91.3799, $89.7772
02/12/2020, $91.72, 9824153, $91.65, $92.44, $91.29
02/11/2020, $90, 9452795, $89.37, $91.47, $88.9
02/10/2020, $88.6, 7481257, $86.78, $88.635, $86.5
02/07/2020, $87.42, 10725090, $89.62, $90.03, $87.38
02/06/2020, $90.61, 21059030, $88.06, $90.775, $86.19
02/05/2020, $90.91, 14220870, $90.99, $91.14, $89.27
02/04/2020, $88.93, 9236376, $88.25, $88.95, $87.37
02/03/2020, $86.48, 7794550, $85.55, $86.58, $85.16
01/31/2020, $85.31, 9503569, $87.05, $87.1677, $85.04
01/30/2020, $87.78, 8379356, $87.31, $87.86, $86.19
01/29/2020, $88.23, 8167966, $88.66, $89.02, $87.35
01/28/2020, $89.15, 9186993, $88.15, $89.54, $87.3861
01/27/2020, $87.05, 9240203, $87.304, $88.22, $86.45
01/24/2020, $89.65, 9471659, $92.68, $93.25, $88.83
01/23/2020, $92, 11282020, $92.85, $92.95, $91.46
01/22/2020, $92.97, 8342302, $95.26, $95.39, $92.71
01/21/2020, $94.54, 10868540, $95.33, $95.7199, $93.4229
01/17/2020, $95.91, 23694370, $93, $96.17, $92.95
01/16/2020, $91.79, 9295519, $90.22, $92.229, $89.82
01/15/2020, $89.67, 7259093, $90.75, $91.18, $89.25
01/14/2020, $90.56, 7801839, $91.13, $91.61, $90.29
01/13/2020, $90.97, 10372100, $91.05, $92.73, $90.5485
01/10/2020, $90.26, 9670161, $90.51, $92.39, $89.87
01/09/2020, $89.91, 9182018, $89.66, $90.72, $88.83
01/08/2020, $88.71, 7621947, $88.9, $89.47, $87.92
01/07/2020, $88.97, 8477788, $87.04, $89.49, $86.91
01/06/2020, $86.51, 8383247, $85.91, $86.55, $85.54
01/03/2020, $87.02, 8340945, $87.26, $87.64, $86.44
01/02/2020, $88.69, 8416991, $89.05, $89.81, $88.08
12/31/2019, $88.23, 5173531, $87.99, $88.77, $87.88
12/30/2019, $88.43, 6545516, $88.71, $88.78, $87.31
12/27/2019, $88.8, 5809692, $88.9, $88.95, $88.09
12/26/2019, $88.4, 5072875, $88.92, $88.96, $87.9965
12/24/2019, $88.77, 2435244, $88.62, $88.81, $87.98
12/23/2019, $88.45, 7277068, $89.01, $89.33, $88.245
12/20/2019, $88.85, 17593140, $88.82, $89.85, $88.18
12/19/2019, $88.49, 7802786, $88.36, $88.701, $87.62
12/18/2019, $87.98, 5869644, $88.54, $88.65, $87.59
12/17/2019, $88.32, 7487131, $89, $89.04, $87.68
12/16/2019, $88.43, 8719995, $89.28, $90.46, $88.35
12/13/2019, $87.83, 12270500, $88.91, $89.7, $87.564
12/12/2019, $89.05, 12174230, $86.84, $89.229, $86.37
12/11/2019, $86.99, 9577072, $84.84, $87.1, $84.76
12/10/2019, $84.115, 8085329, $85.04, $85.33, $83.69
12/09/2019, $84.92, 8464304, $84, $85.3, $83.8401
12/06/2019, $83.82, 6861714, $83.45, $84.25, $83.42
12/05/2019, $82.585, 6362029, $82.65, $83.4409, $81.78
12/04/2019, $82.08, 8478868, $80.92, $82.44, $80.45
12/03/2019, $80.58, 11241840, $81.38, $81.39, $79.81
12/02/2019, $82.45, 7677407, $83.98, $84.29, $82.31
11/29/2019, $83.55, 3882382, $84.51, $85.1, $83.42
11/27/2019, $84.8, 5217649, $85.16, $85.31, $84.4713
11/26/2019, $84.63, 11587630, $85.25, $85.545, $84.14
11/25/2019, $85.29, 8967364, $85.76, $86.29, $85.08
11/22/2019, $84.89, 6166677, $85.29, $85.82, $84.53
11/21/2019, $85.11, 10180380, $84.79, $86.3, $84.55
11/20/2019, $85.62, 13050440, $87.82, $88.36, $85.31
11/19/2019, $87.96, 18096640, $91.25, $91.39, $86.68
11/18/2019, $90.48, 10367010, $90.81, $91.975, $89.28
11/15/2019, $90.81, 25491090, $92.6, $93.94, $90.5801
11/14/2019, $90.48, 8794397, $90.31, $90.58, $89.43
11/13/2019, $90.47, 9519644, $90.7, $91.9, $89.62
11/12/2019, $90.97, 9335820, $92.18, $92.25, $90.17
11/11/2019, $91.84, 11301320, $91.71, $92.5244, $90.89
11/08/2019, $94.03, 16375240, $89.98, $94.11, $89.6
11/07/2019, $89.98, 30254020, $89.83, $92.5, $88.32
11/06/2019, $84.63, 9755311, $85.34, $85.605, $84.2242
11/05/2019, $85.46, 7280027, $85.2, $85.74, $84.73
11/04/2019, $85.09, 8389196, $84.54, $85.87, $84.3082
11/01/2019, $83.58, 8620326, $81.59, $83.65, $81.25
10/31/2019, $80.44, 5693660, $81.44, $81.47, $79.84
10/30/2019, $81.44, 3970995, $82.1, $82.2482, $80.85
10/29/2019, $81.66, 4993553, $82.75, $82.85, $81.44
10/28/2019, $83.05, 9949753, $80.55, $83.13, $80.54
10/25/2019, $80.17, 6712346, $79, $80.23, $78.91
10/24/2019, $78.99, 5422321, $78.06, $79.02, $77.59
10/23/2019, $77.24, 5937606, $77.21, $78.13, $76.87
10/22/2019, $78.47, 5107829, $78.93, $79.07, $78.2405
10/21/2019, $78.98, 5307232, $78.38, $79.09, $78.01
10/18/2019, $77.68, 6110981, $78.62, $79.22, $77.6725
10/17/2019, $78.97, 5923920, $78.7, $79.96, $78.4
10/16/2019, $78.23, 6366587, $77.49, $78.32, $77.28
10/15/2019, $77.82, 5241661, $76.88, $77.98, $76.28
10/14/2019, $76.3, 4660287, $76.65, $77.37, $76.28
10/11/2019, $76.7, 7398164, $76.19, $77.82, $76.01
10/10/2019, $74.97, 6199401, $74.35, $75.9656, $74.17
10/09/2019, $74.35, 5271440, $73.91, $74.8, $73.56
10/08/2019, $72.85, 9194400, $75.52, $75.82, $72.81
10/07/2019, $76.34, 4400559, $77.01, $77.55, $76.27
10/04/2019, $77.49, 4920357, $76.32, $77.56, $75.84
10/03/2019, $75.73, 5633505, $73.93, $75.83, $73.16
10/02/2019, $73.99, 6288051, $75.26, $75.71, $73.77
10/01/2019, $75.47, 7049574, $77.06, $78.06, $74.97
09/30/2019, $76.28, 5286277, $76.89, $76.95, $76.02
09/27/2019, $76.63, 5013911, $77.01, $78.2, $76.21
09/26/2019, $77.35, 3803609, $77.16, $77.69, $75.94
09/25/2019, $77.26, 5700037, $75.03, $77.49, $74.88
09/24/2019, $75.23, 10446110, $78.08, $78.3, $74.63
09/23/2019, $77.24, 6264899, $76.67, $77.91, $76.0564
09/20/2019, $76.44, 9502747, $78.2, $78.7, $76.17
09/19/2019, $78.23, 5451003, $79.24, $80, $78.21
09/18/2019, $78.9, 5197751, $78.69, $79.07, $77.64
09/17/2019, $78.69, 4436415, $77.61, $78.79, $77.51
09/16/2019, $78.04, 3756484, $77.58, $78.485, $76.91
09/13/2019, $78.41, 5343695, $79.18, $79.535, $78.37
09/12/2019, $79.08, 5847092, $80.05, $80.05, $78.58
09/11/2019, $79.9, 6575726, $78.17, $79.905, $78.12
09/10/2019, $78.71, 9373881, $78.03, $78.875, $77.34
09/09/2019, $78.21, 6885162, $79.04, $79.45, $77.968
09/06/2019, $78.84, 5127957, $78.96, $79.079, $78.44
09/05/2019, $78.99, 13480670, $77.89, $80.44, $77.89
09/04/2019, $77.09, 4923888, $75.99, $77.12, $75.63
09/03/2019, $75.12, 7580872, $76.77, $76.99, $74.7
08/30/2019, $77.77, 8465646, $77.18, $78.05, $77
08/29/2019, $76.45, 7348577, $75.22, $77.025, $75.22
08/28/2019, $74.35, 5679043, $73.79, $74.88, $72.91
08/27/2019, $73.97, 7305375, $73.68, $74.38, $73.2
08/26/2019, $72.91, 11157100, $74.9, $75.09, $72.52
08/23/2019, $73.52, 16481000, $76.12, $79.1, $73.22
08/22/2019, $77.15, 7199830, $76.91, $77.95, $76.6
08/21/2019, $76.7, 11005470, $76.5, $77.19, $75.99
08/20/2019, $76.07, 9390323, $74.57, $76.435, $74.33
08/19/2019, $74.87, 9690401, $74.58, $75.53, $74.14
08/16/2019, $73.28, 10404360, $71.85, $73.41, $71.73
08/15/2019, $71.16, 9122466, $71.44, $72.19, $70.59
08/14/2019, $70.88, 10337330, $70.64, $71.89, $70.55
08/13/2019, $72.18, 10320090, $69.89, $72.47, $69.31
08/12/2019, $69.8, 7364325, $71, $71.4799, $69.73
08/09/2019, $71.5, 8702158, $70.51, $72.185, $70.19
08/08/2019, $71.26, 8367865, $69.56, $71.35, $69.35
08/07/2019, $69.4, 8934864, $67.26, $69.6, $67.12
08/06/2019, $68.17, 13189860, $69.52, $69.93, $67.38
08/05/2019, $68.8, 13071790, $69.97, $70.84, $68.56
08/02/2019, $71.15, 12649400, $70.44, $71.525, $70.0102
08/01/2019, $71.2, 29729750, $68.88, $73.71, $68.25
07/31/2019, $73.16, 14052750, $74.83, $75.28, $72.757
07/30/2019, $74.81, 7397857, $74.58, $75.07, $74.36
07/29/2019, $74.97, 8237515, $75.16, $76.32, $74.67
07/26/2019, $75.22, 8262592, $75.11, $75.85, $74.85
07/25/2019, $75.35, 7299472, $75.84, $76.14, $75.0965
07/24/2019, $75.87, 14012730, $74.01, $76.42, $73.68
07/23/2019, $74.12, 14420370, $75.34, $75.59, $73.31
07/22/2019, $75.95, 9645759, $75.06, $76.62, $75.06
07/19/2019, $75, 14477780, $74.42, $75.71, $74.42
07/18/2019, $74.37, 12585090, $74.97, $75.35, $74.05
07/17/2019, $75.76, 20602290, $78.57, $79.4, $75.71
07/16/2019, $75.67, 9909569, $75.11, $76.5, $74.55
07/15/2019, $75.43, 8898617, $75.15, $75.9, $74.79
07/12/2019, $74.9, 8028070, $74.25, $74.98, $73.66
07/11/2019, $73.71, 14298370, $74.52, $75.78, $73.299
07/10/2019, $74.36, 15075740, $76.83, $76.91, $74.08
07/09/2019, $76.55, 7506644, $76.44, $76.84, $75.84
07/08/2019, $76.63, 7924854, $75.98, $77.03, $75.93
07/05/2019, $76.66, 9220821, $74.2, $76.72, $74.1
07/03/2019, $76.63, 5290377, $77.07, $77.23, $76.05
07/02/2019, $77.01, 7079400, $77.28, $77.48, $76.62
07/01/2019, $77.52, 17705710, $80.67, $80.76, $77.08
06/28/2019, $76.07, 29217470, $75.66, $76.44, $74.81
06/27/2019, $75.43, 11151880, $75.34, $75.9, $75.17
06/26/2019, $74.95, 13807970, $73.76, $75.695, $73.65
06/25/2019, $72.55, 8953434, $73.23, $74.135, $72.52
06/24/2019, $73.16, 8893028, $72.97, $73.45, $72.2
06/21/2019, $72.72, 15244480, $72.31, $73.17, $72.31
06/20/2019, $72.74, 9871805, $73.19, $73.67, $72.228
06/19/2019, $71.8, 11999270, $72.37, $72.62, $70.8
06/18/2019, $71.96, 14507950, $69.69, $72.39, $69.67
06/17/2019, $69.11, 9411062, $69.09, $69.98, $68.9
06/14/2019, $68.72, 12119480, $68.35, $69.12, $67.9
06/13/2019, $69.93, 6790485, $69.97, $70.49, $69.38
06/12/2019, $69.59, 9396217, $69.53, $70.37, $69.2
06/11/2019, $71.24, 11839510, $71.58, $72.22, $70.2732
06/10/2019, $70.54, 15229200, $69, $71.46, $69
06/07/2019, $68.69, 10495640, $67.69, $68.78, $67.3
06/06/2019, $67.59, 10781680, $66.92, $67.97, $66.265
06/05/2019, $67.02, 11779190, $68.04, $68.33, $65.83
06/04/2019, $68.45, 15866730, $67.61, $68.5, $66.7
06/03/2019, $66.66, 13620740, $67.09, $68.13, $66.28
05/31/2019, $66.82, 15060330, $65.78, $67.84, $65.53
05/30/2019, $66.59, 11554570, $65.97, $67.07, $65.93
05/29/2019, $65.76, 16312640, $65.36, $66.15, $64.76
05/28/2019, $65.37, 22667320, $66.64, $67.71, $65.235
05/24/2019, $66.21, 21419950, $68.93, $69.15, $65.9686
05/23/2019, $68.255, 31820660, $67.02, $68.27, $65.9
05/22/2019, $69.31, 66150730, $69.13, $71.74, $67.97
05/21/2019, $77.75, 17282160, $78.91, $79.04, $77.22
05/20/2019, $76.62, 32679280, $77.95, $78.33, $76.07
05/17/2019, $81.5, 19523410, $80.49, $83.12, $80
05/16/2019, $82.81, 22498840, $83.79, $84.8, $82.13
05/15/2019, $86.26, 11784840, $85.55, $87, $84.89
05/14/2019, $86.13, 14353740, $84.27, $86.44, $84
05/13/2019, $83.89, 16689040, $83.24, $84.85, $82.99
05/10/2019, $85.84, 15955600, $83.38, $86.3292, $83.35
05/09/2019, $83.78, 14515980, $83.37, $84.8372, $82.26
05/08/2019, $84.54, 15500670, $84.85, $85.72, $84.11
05/07/2019, $85.2, 21579490, $87.2, $88.15, $84.78
05/06/2019, $88.25, 15682130, $86.33, $88.695, $86.14
05/03/2019, $89.29, 21068420, $87.76, $89.82, $87.06
05/02/2019, $87.14, 40341970, $87.5, $90.34, $86.15
05/01/2019, $86.37, 28211470, $87.17, $88.22, $86.15
04/30/2019, $86.13, 17522180, $86.98, $87.4599, $86.05
04/29/2019, $87.25, 17681060, $86.4, $87.98, $85.84
04/26/2019, $86.64, 18738320, $84.51, $86.755, $84.21
04/25/2019, $85.07, 20660020, $86.17, $86.32, $84.515
04/24/2019, $86.83, 40260830, $87.04, $88.63, $85.3
04/23/2019, $86.72, 56825660, $83.9, $87.96, $83.27
04/22/2019, $81.97, 33250190, $79.83, $82.5, $79.3376
04/18/2019, $79.89, 41101250, $78.72, $80.2, $78.0202
04/17/2019, $79.08, 155953900, $78.82, $82.52, $76.49
04/16/2019, $70.45, 85262370, $57.46, $71.03, $57.29
04/15/2019, $57.18, 10710850, $57.14, $57.67, $57.025
04/12/2019, $56.95, 13461600, $56.28, $57.17, $56.07
04/11/2019, $55.9, 13880440, $56.44, $56.9, $55.785
04/10/2019, $56.33, 15972490, $57.71, $57.86, $56.1
04/09/2019, $57.44, 11712820, $57.57, $57.66, $57.03
04/08/2019, $57.76, 8936237, $57.79, $58.49, $57.505
04/05/2019, $57.99, 12331840, $57.98, $58.19, $57.685
04/04/2019, $57.86, 9902964, $57.75, $58.61, $57.69
04/03/2019, $57.68, 11562320, $58.2, $58.29, $57.18
04/02/2019, $58.09, 7438715, $57.98, $58.53, $57.66
04/01/2019, $57.81, 11937700, $57.64, $58.15, $57.11
03/29/2019, $57.03, 8524335, $57, $57.555, $56.94
03/28/2019, $56.55, 11064020, $57.03, $57.39, $56.34
03/27/2019, $56.91, 11905380, $57.35, $57.665, $56.32
03/26/2019, $58, 16035850, $57.15, $58.39, $56.67
03/25/2019, $56.64, 6929255, $56.58, $56.9369, $56.07
03/22/2019, $56.82, 10241290, $57.68, $58.09, $56.7548
03/21/2019, $57.77, 19508070, $57.23, $58.28, $57.2
03/20/2019, $57.16, 8795319, $57.03, $57.69, $56.75
